full_text,fold,label_1,label_2,label_3,majority_vote,tie_break,gold_label
"Ένα από τα μεγαλύτερα εγκλήματα της Νέας Δημοκρατίας (πέρα από τη ΔΕΗ, την Ολυμπιακή, τα αεροδρόμια, τους δρόμους, τα λιμάνια, κλπ) είναι η πώληση του νερού. Με τροπολογία σαν τους κοινούς απατεώνες δίνουν την ΕΥΔΑΠ και άλλα..""νερά"" . Το νερό είναι το μέλλον. @ellinikilisi https://t.co/AtoXHkh5FR",3,-1,-1,-1,-1,,-1
"Συνέντευξη στην εφημερίδα «Παρασκήνιο»
➡ https://t.co/N72ZQ9kRIC https://t.co/EAmmrAX8k8",0,0,0,0,0,,0
"Όπου και να σκάψεις στα Βαλκάνια στην Τουρκία,στα παράλια της Μεσογείου,στη νότια Ιταλία,στη νότια Γαλλία,στη νότια Ισπανία,στη βόρεια Αφρική, βρίσκεις Ελλάδα. Η ελληνική ιστορία τιμωρεί τους βεβηλους. Βρέθηκαν 26 ασημένια νομίσματα ελληνικής γραφής στη Ρουμανία. @ellinikilisi https://t.co/u6U7zN7s33",1,0,1,-1,TIE,1,1
"Η μείωση του αριθμού των αιτούντων άσυλο κάτω από τους 10.000 στα νησιά μας, είναι άλλη μία απόδειξη πραγματικής μείωσης των βαρών του μεταναστευτικού στις τοπικές κοινωνίες και αναδεικνύει ότι δουλεύουμε στη σωστή κατεύθυνση. #ΥΜΑ 

Ενημερωτικό Απριλίου:
https://t.co/TROJz6VwfN https://t.co/SJrNFLKDLj",2,1,1,1,1,,1
"@AdonisGeorgiadi @kmitsotakis Αυτά ας τα πει κάποιο άλλο κόμμα, όχι εσείς  που κάνατε πολιτική  με fake news με τον Τσίπρα στην Disneyland, με τον πατερα του και τη βιλα στο Σούνιο.",2,-1,-1,-1,-1,,-1
"Β. Αποστόλου: Η κυβέρνηση αγνοεί τις προτάσεις των μικρών επιχειρήσεων της Εύβοιας.
Δήλωση για την απάντηση στην αναφορά 73/08.01.2021 επιστολή τού Επιμελητηρίου Εύβοιας.
https://t.co/BJMjnqge0V",2,-1,-1,0,-1,,-1
"Με τους @sofiazacharaki &amp; @vdigalakis αντιμετωπίσαμε στο @MinEduGR προκλήσεις, κληθήκαμε να διαχειριστούμε την υγειονομική κρίση, αλλά και αξιοποιήσαμε ευκαιρίες, προχωρήσαμε μεταρρυθμίσεις, θέσαμε τις βάσεις για τα μετέπειτα βήματα. Τους ευχαριστώ για την ουσιαστική συνεργασία. https://t.co/4H46bJW9Gl",3,1,1,1,1,,1
"Απαιτείται ένα μέτωπο κομμάτων, ΟΤΑ, φορέων για τη διαφύλαξη των μεγάλων υποδομών&amp;του δημόσιου αγαθού, του νερού. Οι δήμοι, που είναι κοντά στις μεγάλες υποδομές της ΕΥΔΑΠ, θα μπορούσαν να συμμετάσχουν μετοχικά στην εταιρεία. Το ποσοστό που έχει το ΤΑΙΠΕΔ να μην ιδιωτικοποιηθεί. https://t.co/AhRLOhIgUZ",2,-1,0,0,0,,0
#ΠαιδοκαρδιοχειρουργικοΑγιαΣοφια #ΠαιδωνΑγιαΣοφια21 #ΠαιδιατρικοΤζανειου https://t.co/ghqaT4TSau,2,0,0,0,0,,0
"@MarkOneN0d @stavroforos_ @nmitarakis Η ανωνυμία βεβαίως και είναι δικαίωμα. Και η αυστηρή κριτική δεν είναι μόνο χρήσιμη, αλλά και αναγκαία. Καλημέρα σε όλους.",4,1,0,0,0,,0
"Δείτε αυτή τη φωτογραφία στο Instagram από @rapti_elena_official https://t.co/yxAmTkGaRs 
Συμμετείχα σε ενημερωτική τηλεδιάσκεψη για το Ταμείο Ανάκαμψης, που διοργάνωσε η Κοινοβουλευτική Ομάδα της Ν.Δ., με ομιλητή τον Αναπληρωτή Υπουργό Οικονομικών κ. Θεόδωρο Σκυλακάκη. https://t.co/YAR6dBQeA7",0,0,0,0,0,,0
"Ο άνθρωπος στον οποίο χρωστάω τις βασικότερες αρχές και αξίες που διέπουν τη ζωή μου. 
Ο πατέρας μου.

#fathersday https://t.co/nD2A8hNwIN",3,1,1,1,1,,1
Ο Πρωθυπουργός μολις έθεσε το ρητορικό ερώτημα εκ του βήματος αν υπήρξε συγκάλυψη απο τη Δικαιοσύνη.Αναπάντητο παραμενει κ.Πρωθυπουργέ το ερώτημα γιατι η ΕΛΑΣ δεν προέβη σε κατάσχεση των ηλεκτρονικών αρχείων του κ.Λιγνάδη.,4,-1,-1,0,-1,,-1
"Στην Βουλή φέρνουν τη διαρκή υποβάθμιση του Νοσοκομείου Κύμης οι βουλευτές Εύβοιας ΣΥΡΙΖΑ-Π.Σ. Β.Αποστόλου &amp; Μ.Χατζηγιαννάκης και ο Τομεάρχης Υγείας Α.Ξανθός με κοινοβουλευτική ερώτηση που κατέθεσαν προς τον Υπουργό Υγείας:
https://t.co/bqavGpNsL4",1,0,-1,-1,-1,,-1
"Πρόταση Α.Τριανταφυλλίδη: ""Απαράγραπτα τα αδικήματα σε βάρος παιδιών και γυναικών"". https://t.co/nggOD7Yd3t",1,0,-1,-1,-1,,-1
"ευρωπαϊκά σύνορα, δίνοντας έμφαση στην εξωτερική διάσταση. Για τις χώρες της Μεσογείου, για τους MED5 είναι ζωτικής σημασίας, να επιτευχθεί συμφωνία όσον αφορά στην αλληλεγγύη προκειμένου να διασφαλίσουμε ότι μοιράζουμε το βάρος της μετανάστευσης εξίσου μεταξύ των κρατών μελών""",4,-1,1,0,TIE,0,0
@dimitriskrisil2 Ασφαλώς θα το γνωρίζει και θα ξέρει πως να συμπεριφερθεί.,0,1,0,0,0,,0
@chooseyourmask1 @Eleni_Benziki @ellinikilisi Σοβαροί είστε εσείς που καταπιατε τις Πρέσπες και τον Χασάν που σας μπολιάζει;Όπως λέει και ο πρόεδρος είστε κομματικά τρολ και τυφλοί,1,-1,-1,-1,-1,,-1
Σήμερα στις 12:40 συζητάμε στον @Realfm978 με τους Γιώργο Παγάνη &amp; Αναστασία Γιάμαλη. Συντονιστείτε live 👉🏻 https://t.co/SuLLZDeIDv. https://t.co/WRmyhlnMsx,1,0,0,0,0,,0
"Η κυβέρνηση της ΝΔ μήπως ενδόμυχα τρομάζει στην ιδέα πως το εμβόλιο sputnik θα την ""στείλει στο σπίτι"" της;...
Ποιόν νομίζουν πως κοροϊδεύουν, οι κύριοι της ΝΔ, τον ελληνικό λαό ή τους εαυτούς τους;  Την @ellinikilisi σίγουρα όχι, πάντως! @velopky https://t.co/Z2FYmgqOi7",3,-1,-1,-1,-1,,-1
Ομιλία Σ. Αναστασιάδη στην Ολομέλεια της Βουλής 26.5.2021 https://t.co/FMQSneioQF μέσω @YouTube,0,0,0,0,0,,0
"Οι συστάσεις των @WHO, @UNWTO και @WTTC δεν πρέπει ούτε να αγνοούνται, ούτε να ερμηνεύονται αποσπασματικά. #restart_tourism",3,1,0,-1,TIE,0,0
"""Οι ημερήσιοι εμβολιασμοί θα έπρεπε να έχουν πενταπλασιαστεί για να φτάσουμε στο στόχο των 2 εκατ. μέχρι τον Μάρτη που τελικά έθεσε η κυβέρνηση της #ΝΔ. Έως τώρα έχει εμβολιαστεί 0,62%, την ώρα που το Ισραήλ έχει κάνει την πρώτη δόση του εμβολίου στο 22% του πληθυσμού."" #Βουλη",4,-1,-1,-1,-1,,-1
"Ξεκινάει η στήριξη της ωρίμανσης και ανάπτυξης Γραφείων Μεταφοράς #Τεχνολογίας, συνολικού ύψους 15 εκ. €

✅ Στόχος μας είναι να αξιοποιηθούν καλύτερα τα αποτελέσματα της #έρευνας που πραγματοποιείται στα ερευνητικά κέντρα και τα πανεπιστήμια της χώρας.👉 https://t.co/lJb60kR1wV https://t.co/9AwMIkFnua",4,1,1,1,1,,1
"Η νέα μονάδα δίνει δυνατότητες για περεταίρω μελέτη &amp; πολλαπλασιάζει τις δυνατότητες συνεργασίας ανάμεσα στην επιστήμη,την καινοτομία &amp; την επιχειρηματικότητα.Εγκαίνια της νέας,υπερσύγχρονης Μονάδας Υβριδικών Τεχνικών Μοριακής Απεικόνισης του Ινστιτούτου Πληροφορικής. @FORTH_ITE https://t.co/MukbjoucnD",4,1,1,0,1,,1
"Η φωνή σου είναι η δύναμη μας.

Καμία μόνη.

Μαζί σου Δανάη! https://t.co/AkJyNbZoiA",3,1,1,1,1,,1
Συνέντευξη στη Βραδυνή της Κυριακής👇🏻 https://t.co/728XbtESwi,1,0,0,0,0,,0
"Γκρεμίζουν τα όνειρα της νέας γενιάς την οποία μισούν γιατί απλά τους  αμφισβητεί.Με την άβουλη στάση τους οι βουλευτές της ΝΔ θα δικαιώσουν στο τέλος τον Διονύση Σαββόπουλο που έγραφε «τί να φταίει η Βουλή, τί να φταίν΄οι εκπρόσωποι, έρημοι κι απρόσωποι»

https://t.co/6qCGtHoEe7",4,-1,-1,-1,-1,,-1
Η Τουρκία έχει ανάγκη από ζεστό χρήμα. Άλλη πηγή επενδύσεων εκτός από την Ευρώπη και την Αμερική δεν υπάρχει. @skaigr @SkaitvGR,0,1,0,0,0,,0
"Αυτό το όραμά μας για την Παιδεία και τις επενδύσεις που θα το υλοποιήσουν, παρουσιάσαμε στον @PrimeministerGR και την Πρόεδρο της Ευρωπαϊκής Επιτροπής, @vonderleyen, από το 26ο και 29ο Δημοτικό σχολείο Αχαρνών. #NextGenerationEU https://t.co/bUaeg90jJJ",3,0,1,1,1,,1
"Κάθε μήνα φέρνω το ζήτημα στη Βουλή. Κάθε μήνα. Με αυτά τα ζητήματα δεν παίζουμε. 
Τί έχει γίνει με τα επικίνδυνα κλαδιά για πυρκαγιές; Τι σημαίνει ξεκινούν οι εργασίες άμεσα; Τί έχει γίνει με την υπογειοποίηση των καλωδίων που η κυβέρνηση έχει εξαγγείλει; https://t.co/RPMbCantoe https://t.co/68uCRKT3ur",1,-1,-1,0,-1,,-1
"Παρέμβασή μου στο @DubrovnikForum στη συζήτηση με θέμα ""The international community and the #WesternBalkans : How to end the quarantine”. https://t.co/iax3XcqWXy",2,0,0,0,0,,0
"Πολιτική λύση στο πρόβλημα των δασικών χαρτών, με «πάγωμα» της διαδικασίας ανάρτησης, άμεση διόρθωση των λαθών και διευθέτηση του ιδιοκτησιακού καθεστώτος - Σύσκεψη τοπικών φορέων του Ρεθύμνου παρουσία του Τομεάρχη Περιβάλλοντος του ΣΥΡΙΖΑ-ΠΣ @SFamellos .
https://t.co/uymohHMZVD",1,0,1,1,1,,1
Σε αυτό το πλαίσιο προτείναμε τον Μάιο πλαίσιο παλλαίκης συστράτευσης 7 σημείων. Άκρα του τάφου σιωπή από Σύριζα... Το ίδιο πιο πρόσφατα όταν προτείναμε κοινό μέτωπο εναντίον της αστυνομοκρατίας. Και τότε ο Σύριζα ψήφισε υπέρ της παράδοσης του Ελληνικού στον Λάτση! https://t.co/qrwmD2kyYb,1,-1,-1,-1,-1,,-1
"✅Αντί να αναλάβει τις ευθύνες της, η κυβέρνηση Μητσοτάκη τις μεταθέτει, χωρίς ντροπή, στους πολίτες.

✅Φοβούνται τις αντιδράσεις της κοινωνίας και χτίζουν ένα κράτος που θυμίζει πολύ παλιές εποχές.

📻 H συνέντευξη στο #RadioGamma 94 FM Πατρών &gt; https://t.co/MqhAyJvaG8 https://t.co/iqI4gkCNkP",4,-1,-1,-1,-1,,-1
